COD	EMPRESA	ZONA	COD_VEN	VENDEDOR	COD_CLIENTE	CLIENTE	TD	DOCUMENTO	FECHA_EMISION	FECHA_VENCIMIENTO	MES_EMI	ANIO_EMI	DIAS_PLAZO	MON	TIPCAMV	TIPCAMC	IMPORTEDOC	CODAGE	AGENCIA	ITEM	PRODUCTO	PRESENTACION	UNID_KG/L	TOT_VOLUMEN	CODIGO	DESCRI	CANTI	PRECIO	UNID	VALORVTA	IGV	PRECIOVTA	VALORVTA_US	VALORVTA_MN	PRECIOVTA_US	PRECIOVTA_MN
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307  	GUILLERMO HENCKELL	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022372	06/03/2009	04/06/2009	Marzo	2009	90	US	3.254	3.252	1824.98	0001	LIMA	0004	PLENTYPHOS P	1.000	LT	60.000	2110070004	PLENTYPHOS-P(FCO. 1 LT) NUTRIENTE FOLIAR	60.000	3.96	1LT	237.60	45.14	282.74	237.600	772.675	282.740	919.470	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022755	06/05/2009	04/08/2009	Mayo	2009	90	US	2.973	2.972	1817.77	0001	LIMA	0001	KLOROFILA	1.000	LT	48.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	48.000	4.50	1LT	216.00	41.04	257.04	216.000	641.952	257.040	763.923	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022755	06/05/2009	04/08/2009	Mayo	2009	90	US	2.973	2.972	1817.77	0001	LIMA	0005	KOBRES-LIQ	1.000	LT	60.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	60.000	11.02	1LT	661.44	125.67	787.11	661.440	1965.800	787.110	2339.291	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022755	06/05/2009	04/08/2009	Mayo	2009	90	US	2.973	2.972	1817.77	0001	LIMA	0002	SANIX	1.000	KG	60.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	60.000	5.50	1KG	330.00	62.70	392.70	330.000	980.760	392.700	1167.104	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022755	06/05/2009	04/08/2009	Mayo	2009	90	US	2.973	2.972	1817.77	0001	LIMA	0004	SANIX	4.000	KG	60.000	2110090002	SANIX( BALDE 4 KG) COADYUVANTE	15.000	21.34	UND	320.10	60.82	380.92	320.100	951.337	380.920	1132.094	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022780	07/05/2009	05/08/2009	Mayo	2009	90	US	2.964	2.962	771.26	0001	LIMA	0001	SANIX	1.000	KG	48.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	48.000	5.50	1KG	264.00	50.16	314.16	264.000	781.968	314.160	930.542	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022780	07/05/2009	05/08/2009	Mayo	2009	90	US	2.964	2.962	771.26	0001	LIMA	0002	SANIX	4.000	KG	72.000	2110090002	SANIX( BALDE 4 KG) COADYUVANTE	18.000	21.34	UND	384.12	72.98	457.10	384.120	1137.763	457.100	1353.930	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022801	08/05/2009	06/08/2009	Mayo	2009	90	US	2.958	2.957	405.79	0001	LIMA	0001	SANIX	1.000	KG	62.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	62.000	5.50	1KG	341.00	64.79	405.79	341.000	1008.337	405.790	1199.921	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022802	08/05/2009	06/08/2009	Mayo	2009	90	US	2.958	2.957	128.52	0001	LIMA	0001	KLOROFILA	1.000	LT	24.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	24.000	4.50	1LT	108.00	20.52	128.52	108.000	319.356	128.520	380.034	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040022881	20/05/2009	19/07/2009	Mayo	2009	60	US	3.004	3.003	392.70	0001	LIMA	0001	SANIX	1.000	KG	60.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	60.000	5.50	1KG	330.00	62.70	392.70	330.000	990.990	392.700	1179.278	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023259	17/07/2009	15/10/2009	Julio	2009	90	US	3.012	3.011	668.30	0001	LIMA	0001	KELTEX CALCIO BORO	1.000	LT	36.000	2110070008	KELTEX CALCIO BORO (FCO 1 LT) MICROELEMNTO	36.000	4.05	1LT	145.80	27.70	173.50	145.800	439.004	173.500	522.409	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023259	17/07/2009	15/10/2009	Julio	2009	90	US	3.012	3.011	668.30	0001	LIMA	0002	FRUTYFLOR - PK	1.000	LT	36.000	2110070002	FRUTYFLOR-PK(FCO. 1 LT) NUTRIENTE FOLIAR	36.000	4.50	1LT	162.00	30.78	192.78	162.000	487.782	192.780	580.461	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023259	17/07/2009	15/10/2009	Julio	2009	90	US	3.012	3.011	668.30	0001	LIMA	0003	KELTEX CALCIO BORO	1.000	LT	36.000	2110070008	KELTEX CALCIO BORO (FCO 1 LT) MICROELEMNTO	36.000	4.05	1LT	145.80	27.70	173.50	145.800	439.004	173.500	522.409	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023259	17/07/2009	15/10/2009	Julio	2009	90	US	3.012	3.011	668.30	0001	LIMA	0004	KLOROFILA	1.000	LT	24.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	24.000	4.50	1LT	108.00	20.52	128.52	108.000	325.188	128.520	386.974	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023303	30/07/2009	28/10/2009	Julio	2009	90	US	2.998	2.997	78.54	0001	LIMA	0001	SANIX	1.000	KG	12.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	12.000	5.50	1KG	66.00	12.54	78.54	66.000	197.802	78.540	235.384	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023304	30/07/2009	28/10/2009	Julio	2009	90	US	2.998	2.997	78.54	0001	LIMA	0001	SANIX	1.000	KG	12.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	12.000	5.50	1KG	66.00	12.54	78.54	66.000	197.802	78.540	235.384	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023552	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	1265.55	0001	LIMA	0001	KLOROFILA	1.000	LT	48.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	48.000	4.50	1LT	216.00	41.03	257.03	216.000	638.064	257.030	759.267	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023552	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	1265.55	0001	LIMA	0002	FRUTYFLOR - PK	1.000	LT	60.000	2110070002	FRUTYFLOR-PK(FCO. 1 LT) NUTRIENTE FOLIAR	60.000	4.50	1LT	270.00	51.30	321.30	270.000	797.580	321.300	949.120	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023552	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	1265.55	0001	LIMA	0003	GIB-BEX	.125	LT	18.000	2110120010	GIB-BEX ( FCO 125 ML) BI0ESTIMULANTE	144.000	2.48	UND	356.40	67.72	424.12	356.400	1052.806	424.120	1252.850	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023552	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	1265.55	0001	LIMA	0004	KOBRES-LIQ	1.000	LT	12.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	12.000	11.02	1LT	132.29	25.14	157.43	132.290	390.785	157.430	465.048	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023552	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	1265.55	0001	LIMA	0005	WETT OIL	1.000	LT	24.000	2110040004	WETTOIL (FCO. 1 LT) COADYUVANTE	24.000	3.70	1LT	88.80	16.87	105.67	88.800	262.315	105.670	312.149	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023553	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	141.37	0001	LIMA	0001	GIB-BEX	.125	LT	6.000	2110120010	GIB-BEX ( FCO 125 ML) BI0ESTIMULANTE	48.000	2.48	UND	118.80	22.57	141.37	118.800	350.935	141.370	417.607	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023554	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	308.64	0001	LIMA	0001	KLOROFILA	1.000	LT	24.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	24.000	4.50	1LT	108.00	20.52	128.52	108.000	319.032	128.520	379.648	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023554	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	308.64	0001	LIMA	0002	SANIX	4.000	KG	16.000	2110090002	SANIX( BALDE 4 KG) COADYUVANTE	4.000	21.34	UND	85.36	16.22	101.58	85.360	252.153	101.580	300.067	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023554	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	308.64	0001	LIMA	0003	SANIX	1.000	KG	12.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	12.000	5.50	1KG	66.00	12.54	78.54	66.000	194.964	78.540	232.007	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023555	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	157.43	0001	LIMA	0001	KOBRES-LIQ	1.000	LT	12.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	12.000	11.02	1LT	132.29	25.14	157.43	132.290	390.785	157.430	465.048	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023562	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	282.74	0001	LIMA	0001	GIB-BEX	.125	LT	12.000	2110120010	GIB-BEX ( FCO 125 ML) BI0ESTIMULANTE	96.000	2.48	UND	237.60	45.14	282.74	237.600	701.870	282.740	835.214	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023563	28/08/2009	26/11/2009	Agosto	2009	90	US	2.954	2.954	944.54	0001	LIMA	0001	KOBRES-LIQ	1.000	LT	72.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	72.000	11.02	1LT	793.73	150.81	944.54	793.730	2344.678	944.540	2790.171	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023645	11/09/2009	10/12/2009	Septiembre	2009	90	US	2.928	2.926	519.44	0001	LIMA	0001	KLOROFILA	20.000	LT	100.000	2110080005	KLOROFILA(BIDON 20LT)MICROELEMENTOS	5.000	87.30	UND	436.50	82.94	519.44	436.500	1277.199	519.440	1519.881	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023828	01/10/2009	14/01/2010	Octubre	2009	105	US	2.885	2.883	610.47	0001	LIMA	0001	FRUTYFLOR - PK	1.000	LT	60.000	2110070002	FRUTYFLOR-PK(FCO. 1 LT) NUTRIENTE FOLIAR	60.000	4.50	1LT	270.00	51.30	321.30	270.000	778.410	321.300	926.308	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040023828	01/10/2009	14/01/2010	Octubre	2009	105	US	2.885	2.883	610.47	0001	LIMA	0002	KELTEX CALCIO BORO	1.000	LT	60.000	2110070008	KELTEX CALCIO BORO (FCO 1 LT) MICROELEMNTO	60.000	4.05	1LT	243.00	46.17	289.17	243.000	700.569	289.170	833.677	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024064	30/10/2009	13/01/2010	Octubre	2009	75	US	2.896	2.894	552.64	0001	LIMA	0001	FRUTYFLOR - PK	1.000	LT	24.000	2110070002	FRUTYFLOR-PK(FCO. 1 LT) NUTRIENTE FOLIAR	24.000	4.50	1LT	108.00	20.52	128.52	108.000	312.552	128.520	371.937	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024064	30/10/2009	13/01/2010	Octubre	2009	75	US	2.896	2.894	552.64	0001	LIMA	0002	KELTEX CALCIO BORO	1.000	LT	48.000	2110070008	KELTEX CALCIO BORO (FCO 1 LT) MICROELEMNTO	48.000	4.05	1LT	194.40	36.94	231.34	194.400	562.594	231.340	669.498	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024064	30/10/2009	13/01/2010	Octubre	2009	75	US	2.896	2.894	552.64	0001	LIMA	0003	KLOROFILA	1.000	LT	36.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	36.000	4.50	1LT	162.00	30.78	192.78	162.000	468.828	192.780	557.905	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024269	24/11/2009	22/02/2010	Noviembre	2009	90	US	2.874	2.872	929.20	0001	LIMA	0001	FITAMINAS	.250	LT	12.000	2110120007	FITAMINAS( FCO. 1/4 LT) BIOESTIMULANTE	48.000	6.30	UND	302.40	57.46	359.86	302.400	868.493	359.860	1033.518	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024269	24/11/2009	22/02/2010	Noviembre	2009	90	US	2.874	2.872	929.20	0001	LIMA	0002	GIB-BEX	.125	LT	12.000	2110120010	GIB-BEX ( FCO 125 ML) BI0ESTIMULANTE	96.000	2.48	UND	237.60	45.14	282.74	237.600	682.387	282.740	812.029	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024269	24/11/2009	22/02/2010	Noviembre	2009	90	US	2.874	2.872	929.20	0001	LIMA	0003	KELTEX CALCIO BORO	1.000	LT	36.000	2110070008	KELTEX CALCIO BORO (FCO 1 LT) MICROELEMNTO	36.000	4.05	1LT	145.80	27.70	173.50	145.800	418.738	173.500	498.292	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024269	24/11/2009	22/02/2010	Noviembre	2009	90	US	2.874	2.872	929.20	0001	LIMA	0004	PLENTYPHOS P	1.000	LT	24.000	2110070004	PLENTYPHOS-P(FCO. 1 LT) NUTRIENTE FOLIAR	24.000	3.96	1LT	95.04	18.06	113.10	95.040	272.955	113.100	324.823	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024269	24/11/2009	22/02/2010	Noviembre	2009	90	US	2.874	2.872	929.20	0001	LIMA	0005	FULL 125	.100	LT	.900	2010140002	FULL 125 (FCO. 100 CC) INSECTICIDA	9.000	.00	UND	.00	.00	.00	.000	.000	.000	.000	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024270	24/11/2009	22/02/2010	Noviembre	2009	90	US	2.874	2.872	282.74	0001	LIMA	0001	GIB-BEX	.125	LT	12.000	2110120010	GIB-BEX ( FCO 125 ML) BI0ESTIMULANTE	96.000	2.48	UND	237.60	45.14	282.74	237.600	682.387	282.740	812.029	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024270	24/11/2009	22/02/2010	Noviembre	2009	90	US	2.874	2.872	282.74	0001	LIMA	0002	FULL 125	.100	LT	.600	2010140002	FULL 125 (FCO. 100 CC) INSECTICIDA	6.000	.00	UND	.00	.00	.00	.000	.000	.000	.000	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-2	FRANCISCO ARMAS	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024316	30/11/2009	13/02/2010	Noviembre	2009	75	US	2.891	2.890	754.67	0001	LIMA	0001	GIB-BEX	.125	LT	12.000	2110120010	GIB-BEX ( FCO 125 ML) BI0ESTIMULANTE	96.000	2.48	UND	237.60	45.14	282.74	237.600	686.664	282.740	817.119	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-2	FRANCISCO ARMAS	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024316	30/11/2009	13/02/2010	Noviembre	2009	75	US	2.891	2.890	754.67	0001	LIMA	0002	KOBRES-LIQ	1.000	LT	24.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	24.000	11.02	1LT	264.58	50.27	314.85	264.580	764.636	314.850	909.917	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-2	FRANCISCO ARMAS	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024316	30/11/2009	13/02/2010	Noviembre	2009	75	US	2.891	2.890	754.67	0001	LIMA	0003	SANIX	1.000	KG	24.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	24.000	5.50	1KG	132.00	25.08	157.08	132.000	381.480	157.080	453.961	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024723	01/02/2010	02/05/2010	Febrero	2010	90	US	2.857	2.855	1583.89	0001	LIMA	0001	SANIX	1.000	KG	134.000	2110090001	SANIX(  FCO. 1 KG) COADYUVANTE	134.000	5.50	1KG	737.00	140.03	877.03	737.000	2104.135	877.030	2503.921	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	310  	JUAN CARCOVICH	20133417452	AGROPECUARIA CHIMU SRL	FT	0040024723	01/02/2010	02/05/2010	Febrero	2010	90	US	2.857	2.855	1583.89	0001	LIMA	0002	GIB-BEX	.125	LT	30.000	2110120010	GIB-BEX ( FCO 125 ML) BI0ESTIMULANTE	240.000	2.48	UND	594.00	112.86	706.86	594.000	1695.870	706.860	2018.085	
