COD	EMPRESA	ZONA	COD_VEN	VENDEDOR	COD_CLIENTE	CLIENTE	TD	DOCUMENTO	FECHA_EMISION	FECHA_VENCIMIENTO	MES_EMI	ANIO_EMI	DIAS_PLAZO	MON	TIPCAMV	TIPCAMC	IMPORTEDOC	CODAGE	AGENCIA	ITEM	PRODUCTO	PRESENTACION	UNID_KG/L	TOT_VOLUMEN	CODIGO	DESCRI	CANTI	PRECIO	UNID	VALORVTA	IGV	PRECIOVTA	VALORVTA_US	VALORVTA_MN	PRECIOVTA_US	PRECIOVTA_MN
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040008986	28/02/2019	29/04/2019	Febrero	2019	60	US	3.306	3.304	772.81	0001	LIMA	0001	SANIX	1.000	KG	84.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	84.000	5.69	1KG	477.96	86.04	564.00	477.960	1579.180	564.000	1863.456	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040008986	28/02/2019	29/04/2019	Febrero	2019	60	US	3.306	3.304	772.81	0001	LIMA	0002	SANIX	4.000	KG	32.000	2110090002	SANIX( BALDE 4 KG) FITOCICATRIZANTE	8.000	22.12	UND	176.96	31.85	208.81	176.960	584.676	208.810	689.908	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040008468	17/01/2019	18/03/2019	Enero	2019	60	US	3.333	3.330	403.03	0001	LIMA	0001	SANIX	1.000	KG	60.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	60.000	5.69	1KG	341.55	61.48	403.03	341.550	1137.362	403.030	1342.090	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040008758	14/02/2019	15/04/2019	Febrero	2019	60	US	3.337	3.336	1534.24	0001	LIMA	0001	SANIX	20.000	KG	240.000	2110090003	SANIX (BALDE X 20 KG) FITOCICATRIZANTE	12.000	108.35	UND	1300.20	234.04	1534.24	1300.200	4337.467	1534.240	5118.225	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040008427	14/01/2019	15/03/2019	Enero	2019	60	US	3.343	3.339	639.27	0001	LIMA	0001	SANIX	20.000	KG	100.000	2110090003	SANIX (BALDE X 20 KG) FITOCICATRIZANTE	5.000	108.35	UND	541.75	97.52	639.27	541.750	1808.903	639.270	2134.523	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040009440	28/03/2019	27/05/2019	Marzo	2019	60	US	3.317	3.315	1278.53	0001	LIMA	0001	SANIX	20.000	KG	200.000	2110090003	SANIX (BALDE X 20 KG) FITOCICATRIZANTE	10.000	108.35	UND	1083.50	195.03	1278.53	1083.500	3591.803	1278.530	4238.327	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040009353	25/03/2019	24/05/2019	Marzo	2019	60	US	3.305	3.301	1630.34	0001	LIMA	0001	SANIX	1.000	KG	120.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	120.000	5.69	1KG	682.80	122.91	805.71	682.800	2253.923	805.710	2659.649	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040009353	25/03/2019	24/05/2019	Marzo	2019	60	US	3.305	3.301	1630.34	0001	LIMA	0002	SANIX	4.000	KG	48.000	2110090002	SANIX( BALDE 4 KG) FITOCICATRIZANTE	12.000	22.12	UND	265.44	47.78	313.22	265.440	876.217	313.220	1033.939	
0002	CAISAC	TRUJILLO-PAIJAN-VIRU-CHAO (CADENA TIENDA	313-3	CARLOS FEIJO ORTIZ	20133417452	AGROPECUARIA CHIMU SRL	FT	F0040009353	25/03/2019	24/05/2019	Marzo	2019	60	US	3.305	3.301	1630.34	0001	LIMA	0003	SANIX	20.000	KG	80.000	2110090003	SANIX (BALDE X 20 KG) FITOCICATRIZANTE	4.000	108.35	UND	433.40	78.01	511.41	433.400	1430.653	511.410	1688.164	
0016	SUNNY	TRUJILLO	30221	ESTUARDO JULIO VALDERRAMA SEGURA	20133417452	AGROPECUARIA CHIMU SRL	FT	F0020000217	13/06/2019	14/06/2019	Junio	2019	1	MN	3.331	3.329	2400.00	0002	TRUJILLO	0001		.000		.000	2030220005037	FERTIPHOS PLUS X 50 KG (FERT-SEM)	30.000	80.00	SAC	2400.00	.00	2400.00	720.937	2400.000	720.937	2400.000	
